"geographyId","currency_ReferenceRate","totalSignedAmount_ReferenceRate","totalCommitmentAmount_ReferenceRate","totalDisbursedAmount_ReferenceRate","code","name"
"ed3fb9ed-a462-4743-b6d3-12b20f363974","USD",3323735.63,3323735.63,3323735.63,"CIV-607-G07-T",NA
"ec4cbe95-b688-4ab8-bb5b-61f6d90910a9","USD",2302475.9,2302475.9,2302475.9,"UZB-405-G02-M",NA
"b2d78cbb-a8d0-45e2-a78c-9e53b907c4a3","USD",41494337,33350939.38,27462218.45,"MWI-C-WVM",NA
"430b8acd-ef36-4ef1-8231-0e730499d19a","USD",20241784,20241784,20241784,"NGA-202-G04-M-00",NA
"c357c367-5c94-4ccc-b849-fc4f61159000","USD",39580633.02,39580633.02,39580633.02,"SUD-T-UNDP",NA
"9e8b8568-adaa-4b26-af09-da5b112c51e7","USD",13176069.48,13176069.48,13176069.48,"UGA-S-MoFPED",NA
"2ebb6460-e75b-422d-8f75-2ed9f241f5d5","USD",50187035.96,50187035.96,50187035.96,"LBR-810-G07-H",NA
"430b8acd-ef36-4ef1-8231-0e730499d19a","USD",816305,816305,816305,"NGA-102-G02-H-00",NA
"2a4701f8-60ef-4665-a9e0-76ee244427bb","USD",14496666.94,14494332.94,14216695.44,"QMZ-H-FA",NA
"d75fca8c-d7e4-4c8d-9c44-91d6112827c7","USD",14701498.26,14701498.26,14701498.26,"KHM-102-G01-H-00",NA
"2ebb6460-e75b-422d-8f75-2ed9f241f5d5","USD",4281865.7,4281865.7,4281865.7,"LBR-202-G02-T-00",NA
"b3174ce7-b534-4296-bade-cea09beeeb04","USD",15168699.04,15168699.04,15168989.41,"MLI-T-CRS",NA
"1095c077-a626-4f85-bd3f-42c01deceec8","USD",2810460.46,2810460.46,2810460.46,"AFG-809-G08-M",NA
"5407d575-ab23-4db6-ac34-b5eb567da7f0","USD",25378617,25378617,25378617,"ZMB-809-G21-H",NA
"19a42508-b05c-4128-a2ed-ff5eea6af30d","USD",77030497.19,77030497.19,77030497.19,"TNZ-102-G01-M-00",NA
"c357c367-5c94-4ccc-b849-fc4f61159000","USD",31173651,28656179.53,25017187.53,"SDN-C-UNDP",NA
"144a8761-d2be-4727-9546-371160bf093f","USD",6527347,6527347,6527347,"TJK-607-G06-T",NA
"8fb62e59-521e-4728-9cb0-375a01e2dedb","USD",1872363,1872363,1872363,"MDG-102-G01-M-00",NA
"c0961193-499d-45ac-907d-732b18a7156a","USD",2662553,918175.68,306058.56,"QRB-C-CVC",NA
"b3174ce7-b534-4296-bade-cea09beeeb04","USD",33409799.13,33409799.13,33409799.13,"MLI-H-UNDP",NA
"8acadd9d-dffc-412f-99f4-49ddcb30f64a","USD",68358,68358,68358,"QNB-607-G06-H",NA
"683c158e-ec8a-4ce1-b9d0-ef1cc283ce23","USD",28835307,28835307,28835307,"CHL-102-G01-H-00",NA
"8fb62e59-521e-4728-9cb0-375a01e2dedb","USD",1439777.96,1439777.96,1439777.96,"MDG-202-G02-H-00",NA
"9e8b8568-adaa-4b26-af09-da5b112c51e7","USD",19744005.38,19744005.38,19744005.38,"UGD-011-G12-M",NA
"6a5d3eb0-0d70-4b68-a767-12ce2b302bbd","USD",33793616,31898748.4,31606315.1,"PER-C-SES",NA
"6edd1ebf-5c1a-4c58-a3f4-69bd2e882d35","USD",87568740.26,79620158.97,74221118.28,"ERI-M-MOH",NA
"1095c077-a626-4f85-bd3f-42c01deceec8","USD",20364493.6,20364492.65,20364492.65,"AFG-H-UNDP",NA
"7c973abd-19b9-486b-956a-8ddeb7dd3f58","USD",8675981,8675981,8675981,"IDA-910-G22-M",NA
"8821256b-ea63-4407-adbf-3ddf43878055","USD",31213038.06,31213038.06,31213038.06,"COD-T-CARITAS",NA
"6a5d3eb0-0d70-4b68-a767-12ce2b302bbd","USD",25027182.22,25027182.22,25027182.22,"PER-202-G02-T-00",NA
"31cfcff9-d8a9-471b-a939-2b027cdf3f12","USD",3445230.69,3445230.69,3445230.69,"LAO-607-G07-M",NA
"457575cc-1c31-4a91-84bb-ba8022a15007","USD",12107803.82,12103259.17,11951737.81,"CRI-H-HIVOS",NA
"c546498f-21fe-4685-909b-8a127a57afb0","USD",17430922.84,17430922.84,17430922.84,"TCD-910-G08-M",NA
"cee65577-bd1c-4508-9205-3972358d659f","USD",53667205.95,53667205.95,53667205.95,"KAZ-809-G04-T",NA
"01ae2dc3-49f1-48b7-b9fb-2be348d15051","USD",38530485.56,38530485.56,38530485.56,"LSO-H-MoFDP",NA
"8fb62e59-521e-4728-9cb0-375a01e2dedb","USD",9901413.59,9901413.59,9901413.59,"MDG-304-G05-M",NA
"c357c367-5c94-4ccc-b849-fc4f61159000","USD",16293974.44,16293974.44,16293974.44,"SDN-S-FMOH",NA
"b1fb9f3f-70c5-4cba-850c-5035b0868980","USD",31723563.29,30965433.91,30973276.37,"BEN-T-PNT",NA
"f1b33974-aeec-4ab8-9519-bd3600122512","USD",22609611.96,22609611.96,22609611.96,"ZAF-C-KZN",NA
"4e114ee0-b689-436f-a9a4-6d8f0ff49d0b","USD",76593968.81,76593968.81,76593968.81,"NGR-708-G07-M",NA
"cee65577-bd1c-4508-9205-3972358d659f","USD",39784195.34,39507527.54,39332481.35,"KAZ-T-NCTP",NA
"1095c077-a626-4f85-bd3f-42c01deceec8","USD",8008288,8008288,8008288,"AFG-708-G05-H",NA
"1095c077-a626-4f85-bd3f-42c01deceec8","USD",46745941.9,46745941.75,46745941.75,"AFG-T-UNDP",NA
"265a29e3-6d91-4488-8f21-05dbf5040837","USD",2771070,2771070,2771070,"KGZ-202-G02-T-00",NA
"144a8761-d2be-4727-9546-371160bf093f","USD",2425245,2425245,2425245,"TJK-102-G01-H-00",NA
"83e03d72-bb83-49bc-90ae-311877ab74fe","USD",1207916.46,1207916.46,1207916.46,"GUY-708-G04-M",NA
"5f1b1f25-2479-438c-a84f-8093d3477a36","USD",6864224.54,3289939.97,1324018.7,"BFA-C-FDC",NA
"6a035503-7fc3-41bf-85f8-757fcb9e2773","USD",115268736.7,106566647.84,104527223.79,"GMB-M-MOH",NA
"d0e17d32-68e3-481a-9ca5-bac4e685c119","USD",117090990.96,103595788.72,101987795.36,"IDN-H-SPIRITI",NA
"90fb7820-b2f0-4401-bc77-067270585a9b","USD",5404712.5,5404712.5,5404712.5,"VNM-102-G02-T-00",NA
"5061c5f2-1100-4eed-9cff-83787e240c78","USD",26097261.54,26097261.54,26097261.54,"ETH-607-G06-T",NA
"1a011619-1610-46be-a1ac-4cbafe3e6a42","USD",864158.98,864158.98,864158.98,"GEO-611-G10-T",NA
"c357c367-5c94-4ccc-b849-fc4f61159000","USD",105567973.54,98797086.35,98797086.35,"SDN-H-UNDP",NA
"422a9c0c-7b21-48fa-b37c-61a1ada27bd1","USD",37536783.88,37536783.88,37536783.88,"MOZ-911-G12-M",NA
"d75fca8c-d7e4-4c8d-9c44-91d6112827c7","USD",126025098.72,126025098.72,126025098.72,"KHM-H-NCHADS",NA
"01ee1f53-5dd8-4797-811f-84989e8d452f","USD",6302177.4,6302177.4,6302177.4,"MUS-809-G01-H",NA
"9fd8655b-e6dc-45f8-8556-235c28d5f94a","USD",12322673.23,12322673.23,12322673.23,"QRA-911-G01-H",NA
"d619f707-e72b-429a-9050-1ee690e285d8","USD",3184173.49,3184173.49,3184173.49,"BTN-T-MOH",NA
"c0959d2a-326e-472a-a375-b8e70640560a","USD",54136669,54136669,54136669,"UKR-011-G09-H",NA
"56c65361-a920-473c-b1c7-76b842d66bae","USD",24316458.86,24316458.86,24316458.86,"BOL-910-G09-H",NA
"7c973abd-19b9-486b-956a-8ddeb7dd3f58","USD",19113943.05,19113943.05,19113943.05,"IDA-405-G08-T",NA
"c5cf823c-3aaf-4237-adff-e734cb741fa1","USD",24912230.88,24912230.88,24912230.88,"SLV-202-G01-H-00",NA
"9e2e4c76-e3b7-480b-ba13-e1174183d95e","USD",3050092.5,3050092.5,3050092.5,"MDA-809-G04-T",NA
"b47fa8ac-e827-469f-8bc0-2b0250577e9a","USD",6796139.1,5296205.25,1534713.77,"GAB-Z-MOH",NA
"8a024a2f-4b31-4382-8c1e-1402ec2bff24","USD",10393978.04,10393978.04,10393978.04,"TGO-405-G05-M",NA
"3ca6b230-0a31-427f-9b06-449580920816","USD",18563792.9,15535221.29,15385093.1,"SLB-M-MHMS",NA
"f1b33974-aeec-4ab8-9519-bd3600122512","USD",176988792.82,176792376.86,176191204.2,"ZAF-C-AFSA",NA
"4ccf2884-f37a-477f-9e3d-fcd8926fb15e","USD",30331608.26,30331608.26,30331608.26,"BRN-506-G04-H",NA
"2ebb6460-e75b-422d-8f75-2ed9f241f5d5","USD",74815913.83,74815913.83,74815913.83,"LBR-M-MOH",NA
"5dc7f407-48e2-47dc-9e54-9a94e49999fe","USD",55672954.03,53860798.69,52116188.86,"SEN-H-ANCS",NA
"ed3fb9ed-a462-4743-b6d3-12b20f363974","USD",76624615.27,76624615.27,76624615.27,"CIV-809-G08-M",NA
"90fb7820-b2f0-4401-bc77-067270585a9b","USD",21177955.5,21177955.5,21177955.5,"VNM-304-G03-M",NA
"6a5d3eb0-0d70-4b68-a767-12ce2b302bbd","USD",5806284.63,5806284.63,5806284.63,"PER-H-CARE",NA
"9fa56c37-6f5d-4f04-a8ef-d41b4b7e1502","USD",28837498.88,24267852.16,24131572.18,"STP-Z-MOH",NA
"56c65361-a920-473c-b1c7-76b842d66bae","USD",1084486.16,1084486.16,1084486.16,"BOL-304-G03-T",NA
"6edd1ebf-5c1a-4c58-a3f4-69bd2e882d35","USD",16692156,16692156,16692156,"ERI-304-G02-H",NA
"7c973abd-19b9-486b-956a-8ddeb7dd3f58","USD",20615843.96,20615843.96,20615843.96,"IDA-911-G23-M",NA
"6e687023-6549-45be-ad92-e64151157471","USD",20706365,20706365,20706365,"GHN-809-G12-H",NA
"19a42508-b05c-4128-a2ed-ff5eea6af30d","USD",445261240.65,445261240.65,445261240.65,"TNZ-809-G13-H",NA
"8fb62e59-521e-4728-9cb0-375a01e2dedb","USD",40070302,24782398.84,15950792.7,"MDG-C-PSI",NA
"d0e17d32-68e3-481a-9ca5-bac4e685c119","USD",11334030.72,11334030.72,11334030.72,"IND-H-NU",NA
"d091c0a3-c6c4-4620-be0d-d5ed8d2c282c","USD",3979034.28,3979034.28,3979034.28,"QRA-405-G01-H-INSP",NA
"c9980a5b-0d86-4ad5-ab99-788ca847bbb9","USD",238118443.27,238118443.27,238118443.27,"CHN-304-G03-H",NA
"d7a14533-1ebf-45ef-b4a1-bcce46d6b5bd","USD",5405170.6,5405170.6,5405170.6,"KOS-711-G04-H",NA
"8fb62e59-521e-4728-9cb0-375a01e2dedb","USD",15767215.25,15767215.25,15767215.25,"MDG-708-G10-M",NA
"778aa112-0067-4fe9-a0b4-e4bd72ef67de","USD",6467229,6467229,6467229,"NPL-708-G06-M",NA
"19a42508-b05c-4128-a2ed-ff5eea6af30d","USD",41598257.72,41598257.72,41598257.72,"TNZ-405-G05-H",NA
"73d2cd6b-1e4c-4641-b763-a6e4731d5402","USD",3469308.05,3469308.05,3469308.05,"GTM-607-G03-T",NA
"5f1b1f25-2479-438c-a84f-8093d3477a36","USD",5260539.39,5260539.39,5260539.39,"BUR-810-G11-T",NA
"96e2291b-015c-4e22-b32f-f0b96866bbbd","USD",66291767.67,64159980.11,64159980.11,"QPA-M-LSDI",NA
"19a42508-b05c-4128-a2ed-ff5eea6af30d","USD",961616743.32,904950976.34,868033969.67,"TZA-M-MOF",NA
"c9980a5b-0d86-4ad5-ab99-788ca847bbb9","USD",38014841.56,38014841.56,38014841.56,"CHN-506-G08-T",NA
"7c973abd-19b9-486b-956a-8ddeb7dd3f58","USD",30536396.6,30536396.6,30536396.6,"IDA-708-G14-H",NA
"5f1b1f25-2479-438c-a84f-8093d3477a36","USD",10661187.65,10661187.65,10661187.65,"BUR-407-G05-T",NA
"4ccf2884-f37a-477f-9e3d-fcd8926fb15e","USD",26001482.46,26001482.46,26001482.46,"BDI-H-PNLS",NA
"8acadd9d-dffc-412f-99f4-49ddcb30f64a","USD",26489524.66,24673289.88,24066066.06,"QNB-C-MOH",NA
"0b4ea0b4-59bb-4357-94b1-bb0e8d1e57ed","USD",1263059.64,1263059.64,1263059.64,"ALB-506-G02-T",NA
"6a035503-7fc3-41bf-85f8-757fcb9e2773","USD",14559145.03,14559145.03,14559145.03,"GMB-304-G01-H",NA
"63887eb8-fa1d-45d5-8fd3-acbb7c2188c6","USD",19623372.45,19623372.45,19623372.45,"CAF-813-G10-M",NA
"013e944b-94da-41e1-90d1-b22b4f87f1cc","USD",154566361.64,154566361.64,154566361.64,"KEN-405-G06-M",NA
"5407d575-ab23-4db6-ac34-b5eb567da7f0","USD",20321299.12,20321299.12,20321299.12,"ZMB-405-G13-M",NA
"16aeb894-1042-4a7a-9757-016e29cbdf8f","USD",36633035.74,36633035.74,36633035.74,"NIC-809-G06-H",NA
"97066ca6-87c9-41ac-8e17-859ff7daa514","USD",7648280.24,7648280.24,7648280.24,"LKA-H-FPA",NA
"39b465f8-a7a8-4793-9493-a51935a1d693","USD",619557.07,619557.07,619557.07,"GNB-809-G09-S",NA
"b1fb9f3f-70c5-4cba-850c-5035b0868980","USD",119140504.4,113477979.34,113205868.76,"BEN-H-PSLS",NA
"b1fb9f3f-70c5-4cba-850c-5035b0868980","USD",75176797.09,70484788.38,68930977.88,"BEN-H-PlanBen",NA
"a1d45f7a-4622-4002-aedc-8bae17df0bc7","USD",33689079.09,33689079.09,33689079.09,"AGO-305-G01-M",NA
"d0e17d32-68e3-481a-9ca5-bac4e685c119","USD",576582007.82,538212047.96,532061694.89,"IDN-T-MOH",NA
"38c052af-358f-4185-b3b6-c0d3ab4ede7d","USD",3672023.93,3672023.93,3672023.93,"NAM-C-NANASO",NA
"19a42508-b05c-4128-a2ed-ff5eea6af30d","USD",16316468.23,16316468.23,16316468.23,"TZA-708-G10-M",NA
"1a011619-1610-46be-a1ac-4cbafe3e6a42","USD",16862335.93,15562828.23,15432792.44,"GEO-C-NCDC",NA
"7c973abd-19b9-486b-956a-8ddeb7dd3f58","USD",256462938.97,220400466.86,208462858.97,"IND-M-NVBDCP",NA
"b1fb9f3f-70c5-4cba-850c-5035b0868980","USD",8421175.17,8421175.17,8421175.17,"BEN-H-SEIBsa",NA
"38c052af-358f-4185-b3b6-c0d3ab4ede7d","USD",25640295.74,25640295.74,25640295.74,"NMB-T-MoHSS",NA
"0ce9c9f6-40cb-429a-a51f-93cd10773722","USD",5264161.77,5264161.77,5264161.77,"THA-202-G05-M-00",NA
"1095c077-a626-4f85-bd3f-42c01deceec8","USD",2678960.64,2678960.64,2678960.64,"AFG-405-G02-T",NA
"147e4a28-28b8-4a6d-91d2-2c17c312dfeb","USD",40610098.26,40610098.26,40610098.26,"ZWE-509-G10-H",NA
"8f5db665-828c-4560-b959-155d0e156a30","USD",18521595.44,18521595.44,18521595.44,"BLR-809-G03-H",NA
"d9728bba-df64-4ff5-9968-f195de080917","USD",346489762.21,279791654.05,255033439.69,"SLE-Z-MOH",NA
"1095c077-a626-4f85-bd3f-42c01deceec8","USD",12036269.33,11815714.73,11815714.73,"AFG-T-MOPH",NA
"a37a1d83-5b1b-4b7f-af9f-1808fdffd792","USD",10148216.85,10148216.85,10148216.85,"GIN-607-G04-H",NA
"b3174ce7-b534-4296-bade-cea09beeeb04","USD",57774344.49,57774344.49,57774344.49,"MAL-812-G09-H",NA
"ed3fb9ed-a462-4743-b6d3-12b20f363974","USD",4931992.41,4931992.41,4931992.41,"CIV-S10-G11-T",NA
"b582c23d-697d-4370-a81b-d3dd72eab7c2","USD",2670399.08,2670399.08,2670399.08,"SWZ-809-G07-T",NA
"013e944b-94da-41e1-90d1-b22b4f87f1cc","USD",3854630.6,3854630.6,3854630.6,"KEN-202-G05-M-00",NA
"144a8761-d2be-4727-9546-371160bf093f","USD",12863556.15,12863556.15,12863556.15,"TAJ-809-G08-M",NA
"1a011619-1610-46be-a1ac-4cbafe3e6a42","USD",34061331.55,34061331.55,34061331.55,"GEO-T-NCDC",NA
"279503f0-681f-422a-a5f6-583fc4e44f3c","USD",6998642.64,6998642.64,6998642.64,"QPF-C-ANCS",NA
"b1fb9f3f-70c5-4cba-850c-5035b0868980","USD",2562826.27,2562826.27,2562826.27,"BEN-102-G01-M-00",NA
"8e97f983-8d70-483d-b459-ae197ab1e66b","USD",16391924.53,16391924.53,16391924.53,"BIH-T-UNDP",NA
"64c612a7-e6d5-464e-af1f-88c4f1522a7a","USD",4019926.97,4019926.97,4019926.97,"SUR-506-G03-H",NA
"230dc866-39f9-4332-9c9d-6b9145dc667a","USD",1748094.82,1748094.82,1748094.82,"SER-910-G07-T",NA
"d0e17d32-68e3-481a-9ca5-bac4e685c119","USD",41199463.42,41199463.42,41199463.42,"IDN-506-G05-T",NA
"ff9a41b0-0e36-4f4b-a673-286c5d2f0d6f","USD",33376455.7,29869296.2,29867705.2,"QMZ-H-AUA",NA
"d869de58-2087-4633-a77f-5334f16159f2","USD",4360254.01,4360254.01,4360254.01,"AZE-506-G02-T",NA
"f1b33974-aeec-4ab8-9519-bd3600122512","USD",52010579,17577514,3891926,"ZAF-C-CCI",NA
"5407d575-ab23-4db6-ac34-b5eb567da7f0","USD",10279103.02,10279103.02,10279103.02,"ZMB-102-G06-T-00",NA
"97066ca6-87c9-41ac-8e17-859ff7daa514","USD",11528684.23,11528684.23,11528684.23,"SRL-809-G10-M",NA
"65cde444-a6b9-4286-bfb2-519fdfc91f81","USD",40394243.22,40394243.22,40394243.22,"SSD-910-G13-S",NA
"2ebb6460-e75b-422d-8f75-2ed9f241f5d5","USD",81095147.19,80182717.55,80182717.55,"LBR-C-MOH",NA
"332579ba-bfcb-4322-ba8a-61e37213d7a0","USD",23324696.7,19898934.75,19252869.22,"COM-M-PNLP",NA
"5dc7f407-48e2-47dc-9e54-9a94e49999fe","USD",9520569.82,9520569.82,9520569.82,"SNG-M-IH",NA
"1a056eb8-2c2d-4a5a-8263-3c0b24d1b44c","USD",103155171.89,88477762.95,88415714.94,"PAK-T-MC",NA
"6a035503-7fc3-41bf-85f8-757fcb9e2773","USD",10163002.58,10163002.58,10163002.58,"GMB-809-G06-H",NA
"a76e4125-b5f5-41c8-8bcc-82d9dc5d1342","USD",345986814,289313704.8,285991428.8,"RWA-C-MOH",NA
"c0f7cdc2-b93a-4c89-82d6-4b3c3f707941","USD",2722054.46,2722054.46,2722054.46,"QUA-202-G03-T-00",NA
"430b8acd-ef36-4ef1-8231-0e730499d19a","USD",3621466,3475863.73,582189.48,"NGA-S-LSMOH",NA
"7b433a8d-92ac-4557-beab-13ceee659690","USD",4279598.3,4279598.3,4279598.3,"PHL-506-G04-H",NA
"430b8acd-ef36-4ef1-8231-0e730499d19a","USD",23565071.17,23565071.17,23565071.17,"NGA-506-G06-T",NA
"7b433a8d-92ac-4557-beab-13ceee659690","USD",5262179.29,5262179.29,5262179.29,"PHL-304-G03-H",NA
"3c3b504b-ffc2-4d73-a75c-69f197d07256","USD",29658107.05,26159315.35,25502226,"BGD-H-ICDDRB",NA
"5f1b1f25-2479-438c-a84f-8093d3477a36","USD",675064427.24,602141395.38,580894470.29,"BFA-M-PADS",NA
"216dd399-f56a-4064-a4ac-f88cc982fde5","USD",17913332.65,17913332.65,17913332.65,"ARM-T-MOH",NA
"1a011619-1610-46be-a1ac-4cbafe3e6a42","USD",806300,806300,806300,"GEO-304-G02-M",NA
"39b465f8-a7a8-4793-9493-a51935a1d693","USD",3916296.43,3916296.43,3916296.43,"GNB-T-MINSAP",NA
"97066ca6-87c9-41ac-8e17-859ff7daa514","USD",2468222,2468222,2468222,"SRL-913-G16-H",NA
"73d2cd6b-1e4c-4641-b763-a6e4731d5402","USD",4771920,3763026,3763026,"GTM-M-IDB",NA
"6a5d3eb0-0d70-4b68-a767-12ce2b302bbd","USD",7978939.81,7978939.81,7978939.81,"PER-809-G06-T",NA
"82343364-d259-44da-8a0f-9068273041dc","USD",2888208,2888208,2888208,"QRC-708-G01-H",NA
"1a011619-1610-46be-a1ac-4cbafe3e6a42","USD",6410350.27,6410350.27,6410350.27,"GEO-405-G03-T",NA
"1a011619-1610-46be-a1ac-4cbafe3e6a42","USD",9192634.23,9192634.23,9192634.23,"GEO-607-G05-T",NA
"778aa112-0067-4fe9-a0b4-e4bd72ef67de","USD",41521257,18079105,18079105,"NPL-Z-UNDP",NA
"0ce9c9f6-40cb-429a-a51f-93cd10773722","USD",7988441.38,7988441.38,7988441.38,"THA-607-G07-T",NA
"5061c5f2-1100-4eed-9cff-83787e240c78","USD",73778090.72,73778090.72,73778090.72,"ETH-202-G02-M-00",NA
"c357c367-5c94-4ccc-b849-fc4f61159000","USD",20028049.7,20028049.7,20028049.7,"SDN-305-G04-H",NA
"ef4cf219-ea30-4c9a-a2de-50e084257917","USD",17691566.06,17691566.06,17691566.06,"SOM-708-G05-T",NA
"144a8761-d2be-4727-9546-371160bf093f","USD",42007670.18,42007670.18,42007670.18,"TAJ-809-G09-T",NA
"7c973abd-19b9-486b-956a-8ddeb7dd3f58","USD",21886260,15523855,10186001,"IND-C-HLFPPT",NA
"1a056eb8-2c2d-4a5a-8263-3c0b24d1b44c","USD",5380235.74,5380235.74,5380235.74,"PAK-809-G09-T",NA
"e32d1235-1bf9-46c7-af05-bf85a0873595","USD",3906196.4,3560942,2374841.98,"MNE-H-MoH",NA
"83e03d72-bb83-49bc-90ae-311877ab74fe","USD",2473300.81,2473300.81,2473300.81,"GUY-304-G02-M",NA
"c0959d2a-326e-472a-a375-b8e70640560a","USD",29601181.01,29601181.01,29601181.01,"UKR-911-G07-T",NA
"16aeb894-1042-4a7a-9757-016e29cbdf8f","USD",4115931,4115931,4115931,"NIC-708-G04-M",NA
"2f9a0924-0f91-423a-85b4-f0c97bf8a2f6","USD",10978484.06,10978484.06,10978484.06,"EST-202-G01-H-00",NA
"b3174ce7-b534-4296-bade-cea09beeeb04","USD",96218225.59,82431685.23,77326245.54,"MLI-S-MOH",NA
"9e8b8568-adaa-4b26-af09-da5b112c51e7","USD",43358399.87,43358399.87,43358399.87,"UGA-304-G04-H",NA
"9b694df1-565a-4c5d-ad64-786048414bd9","USD",7575218.88,7575218.88,7575218.88,"PRY-910-G06-S",NA
"6e687023-6549-45be-ad92-e64151157471","USD",21134470.74,21134470.74,21134470.74,"GHA-C-CHAG",NA
"ac0dbc5d-1cca-454a-b021-66c849fa8fcf","USD",12229062.39,12229062.39,12229062.39,"BRA-809-G04-M",NA
"c357c367-5c94-4ccc-b849-fc4f61159000","USD",73425592.23,73425592.23,73425592.23,"SDN-506-G08-H",NA
"9da0b8b2-7521-4c14-ab9a-7f1140e5247a","USD",32784212.12,32484604.91,31692730.04,"TLS-M-MOH",NA
"d869de58-2087-4633-a77f-5334f16159f2","USD",5473491.93,5473491.93,5473491.93,"AZE-708-G04-M",NA
"ba354972-1389-4a5d-a1b6-feb1c167b2e0","USD",11189615.79,11189615.79,11189615.79,"ROU-607-G03-H",NA
"b1fb9f3f-70c5-4cba-850c-5035b0868980","USD",22551360.07,22551360.07,22551360.07,"BEN-708-G07-M",NA
"430b8acd-ef36-4ef1-8231-0e730499d19a","USD",8747970.72,8747970.72,8747970.72,"NGA-102-G03-H-00",NA
"b47fa8ac-e827-469f-8bc0-2b0250577e9a","USD",4066498.53,4066498.53,4066498.53,"GAB-506-G03-M",NA
"b2d78cbb-a8d0-45e2-a78c-9e53b907c4a3","USD",313407744.23,313407744.23,313407744.23,"MWI-102-G01-H-00",NA
"ef4cf219-ea30-4c9a-a2de-50e084257917","USD",12764941.09,12764941.09,12764941.09,"SOM-202-G01-M-00",NA
"8821256b-ea63-4407-adbf-3ddf43878055","USD",28482461.66,28482461.66,28482461.66,"ZAR-506-G04-T",NA
"a1313a6f-19ba-457f-b0eb-5ff2c5c55b6d","USD",1434991.24,1434991.24,1434991.24,"YEM-T12-G08-H",NA
"0ce9c9f6-40cb-429a-a51f-93cd10773722","USD",106499110.24,96328712.73,96042692.67,"THA-C-RTF",NA
"cdda27a7-39f7-4be5-b718-d2a71d8d42b6","USD",660322617.51,636053708.77,634018124.31,"QSE-M-UNOPS",NA
"1095c077-a626-4f85-bd3f-42c01deceec8","USD",17301610.36,17301610.36,17301610.36,"AFG-809-G07-T",NA
"013e944b-94da-41e1-90d1-b22b4f87f1cc","USD",889876472.72,811320694.88,772221090.49,"KEN-H-TNT",NA
"780f55f5-d8cd-4189-944e-e2b82dcc317b","USD",17260694.25,17260694.25,17261228.3,"COG-C-CRF",NA
"64c612a7-e6d5-464e-af1f-88c4f1522a7a","USD",3260336,3260336,3260336,"SUR-910-G05-T",NA
"a1313a6f-19ba-457f-b0eb-5ff2c5c55b6d","USD",10835202.42,10835202.42,10835202.42,"YEM-307-G05-H",NA
"b64c29b4-0131-4f67-8c06-da720fc20e63","USD",20143587.66,20143587.66,20143587.66,"IRN-M-UNDP",NA
"1172aca5-5cf7-4a61-9efb-3f2920750878","USD",5e+06,2710581.02,2577066,"QPA-S-ECSA",NA
"8acadd9d-dffc-412f-99f4-49ddcb30f64a","USD",1200568.81,1200568.81,1200568.81,"ZAN-T-MOHSW",NA
"5407d575-ab23-4db6-ac34-b5eb567da7f0","USD",8130270.48,8130270.48,8130270.48,"ZMB-011-G30-H",NA
"013e944b-94da-41e1-90d1-b22b4f87f1cc","USD",238023824.1,208953647.89,194790660.41,"KEN-T-AMREF",NA
"7c973abd-19b9-486b-956a-8ddeb7dd3f58","USD",2899618,2899618,2899618,"IDA-910-G17-T",NA
"216dd399-f56a-4064-a4ac-f88cc982fde5","USD",2146863.9,2146863.9,2146863.9,"ARM-809-G04-S",NA
"b582c23d-697d-4370-a81b-d3dd72eab7c2","USD",37657298.3,37657298.3,37657298.3,"SWZ-H-NERCHA",NA
"c9980a5b-0d86-4ad5-ab99-788ca847bbb9","USD",60097627.88,60097627.88,60097627.88,"CHN-S10-G13-M",NA
"39b465f8-a7a8-4793-9493-a51935a1d693","USD",480324.29,480324.29,480324.29,"GNB-309-G06-T",NA
"8fb62e59-521e-4728-9cb0-375a01e2dedb","USD",214846810.54,211751458.19,211751458.19,"MDG-M-PSI",NA
"9e8b8568-adaa-4b26-af09-da5b112c51e7","USD",9691965,9691965,9691965,"UGD-011-G10-S",NA
"97c2408c-ad34-4bae-a3f0-8bbb4a673a19","USD",8022100.68,8022100.68,8022100.68,"QSD-910-G01-H",NA
"cee65577-bd1c-4508-9205-3972358d659f","USD",20183440.07,20183440.07,20183440.07,"KAZ-202-G01-H-00",NA
"c546498f-21fe-4685-909b-8a127a57afb0","USD",9110471.51,9110471.51,9110471.51,"TCD-708-G03-M",NA
"8821256b-ea63-4407-adbf-3ddf43878055","USD",134095264.21,134095264.21,134095264.21,"COD-H-SANRU",NA
"8821256b-ea63-4407-adbf-3ddf43878055","USD",156623302.75,156623302.75,156623302.75,"COD-M-PSI",NA
"5f1b1f25-2479-438c-a84f-8093d3477a36","USD",12974353.97,12974353.97,12974353.97,"BFA-809-G09-M",NA
"5dc7f407-48e2-47dc-9e54-9a94e49999fe","USD",58723489.64,58723489.64,58903260.38,"SEN-M-PNLP",NA
"4ccf2884-f37a-477f-9e3d-fcd8926fb15e","USD",8231247.78,8231247.78,8231247.78,"BDI-C-CRB",NA
"d9728bba-df64-4ff5-9968-f195de080917","USD",23937466,12175628.76,7525359,"SLE-Z-WVI",NA
"01ae2dc3-49f1-48b7-b9fb-2be348d15051","USD",3270495.06,3270495.06,3270495.06,"LSO-202-G02-T-00",NA
"a37a1d83-5b1b-4b7f-af9f-1808fdffd792","USD",6464573.95,6464573.95,6464573.95,"GIN-T-PSI",NA
