"geographyId","currency_ReferenceRate","totalSignedAmount_ReferenceRate","totalCommitmentAmount_ReferenceRate","totalDisbursedAmount_ReferenceRate","code","name"
"38565614-b542-4558-96f5-6c0ab3e36f97","USD",40529832.78,38053591.12,38046215.48,"HND-C-CHF",NA
"11547580-45f8-4ada-98f5-23d4bd683cc5","USD",8220354.26,8220354.26,8220354.26,"QMZ-T-UNOPS",NA
"c357c367-5c94-4ccc-b849-fc4f61159000","USD",72965842.74,72965842.74,72965842.74,"SUD-011-G16-M",NA
"780f55f5-d8cd-4189-944e-e2b82dcc317b","USD",29637937.96,29637937.96,29637937.96,"COG-506-G01-H",NA
"7c973abd-19b9-486b-956a-8ddeb7dd3f58","USD",292940410.82,292940410.82,292940410.82,"IDA-202-G02-H-00",NA
"3c3b504b-ffc2-4d73-a75c-69f197d07256","USD",73256151.82,68679207.56,66018046.34,"BGD-M-BRAC",NA
"c546498f-21fe-4685-909b-8a127a57afb0","USD",5200436.63,5200436.63,5200436.63,"TCD-810-G07-T",NA
"2afb8ffb-ea1a-42a0-b9a8-357ca8434d92","USD",162292488,124913577,120796299.89,"HTI-C-WV",NA
"1a056eb8-2c2d-4a5a-8263-3c0b24d1b44c","USD",16009239.95,16009239.95,16009239.95,"PAK-910-G11-T",NA
"64c612a7-e6d5-464e-af1f-88c4f1522a7a","USD",4259396.56,2934044.14,2541257.74,"SUR-H-MOH",NA
"1a011619-1610-46be-a1ac-4cbafe3e6a42","USD",8047100.67,8047100.67,8047100.67,"GEO-607-G06-H",NA
"1a011619-1610-46be-a1ac-4cbafe3e6a42","USD",2596747.11,2596747.11,2596747.11,"GEO-411-G11-T",NA
"147e4a28-28b8-4a6d-91d2-2c17c312dfeb","USD",15386674.43,15386674.43,15386674.43,"ZWE-509-G09-M",NA
"422a9c0c-7b21-48fa-b37c-61a1ada27bd1","USD",204106489.73,178236238.59,170878778.59,"MOZ-M-WV",NA
"5407d575-ab23-4db6-ac34-b5eb567da7f0","USD",17694274.18,17694274.18,17694274.18,"ZMB-102-G03-T-00",NA
"b582c23d-697d-4370-a81b-d3dd72eab7c2","USD",6255877,6255877,6255877,"SWZ-H-CANGO",NA
"16aeb894-1042-4a7a-9757-016e29cbdf8f","USD",5576087.38,5576087.38,5576087.38,"NIC-202-G01-M-00",NA
"9b694df1-565a-4c5d-ad64-786048414bd9","USD",8223523.01,8223523.01,8223523.01,"PRY-607-G02-H",NA
"5f1b1f25-2479-438c-a84f-8093d3477a36","USD",29260744.57,26307477.62,25225851.69,"BFA-T-PADS",NA
"216dd399-f56a-4064-a4ac-f88cc982fde5","USD",3976837.57,3976837.57,3976837.57,"ARM-H-MOH",NA
"8a024a2f-4b31-4382-8c1e-1402ec2bff24","USD",49376821.69,49376821.69,49376821.69,"TGO-809-G08-H",NA
"ac0dbc5d-1cca-454a-b021-66c849fa8fcf","USD",17230275.94,17230275.94,17230275.94,"BRA-506-G02-T",NA
"b2d78cbb-a8d0-45e2-a78c-9e53b907c4a3","USD",40211129.29,40211129.29,40211129.29,"MWI-506-G04-S",NA
"6a035503-7fc3-41bf-85f8-757fcb9e2773","USD",23598083.44,23598083.44,23598083.44,"GMB-809-G05-H",NA
"c5cf823c-3aaf-4237-adff-e734cb741fa1","USD",4436873.18,4436873.18,4436873.18,"SLV-910-G08-T",NA
"90fb7820-b2f0-4401-bc77-067270585a9b","USD",8163008,8163008,8163008,"VNM-809-G07-H",NA
"147e4a28-28b8-4a6d-91d2-2c17c312dfeb","USD",326580214.36,296817726.3,285104910.98,"ZWE-M-MOHCC",NA
"9e8b8568-adaa-4b26-af09-da5b112c51e7","USD",4425741,4425741,4425741,"UGA-607-G06-T",NA
"3c3b504b-ffc2-4d73-a75c-69f197d07256","USD",304734915.69,284651860.16,283220333.16,"BGD-T-BRAC",NA
"f1b33974-aeec-4ab8-9519-bd3600122512","USD",295665907.63,244841341.58,218873630.07,"ZAF-C-NACOSA",NA
"8821256b-ea63-4407-adbf-3ddf43878055","USD",34601569.92,34601569.92,34601569.92,"ZAR-708-G06-H",NA
"430b8acd-ef36-4ef1-8231-0e730499d19a","USD",15324676.53,15324676.53,15324676.53,"NGA-506-G08-H",NA
"6a5d3eb0-0d70-4b68-a767-12ce2b302bbd","USD",27357313.7,27357313.7,27357313.7,"PER-T-SES",NA
"a76e4125-b5f5-41c8-8bcc-82d9dc5d1342","USD",99253493,99253493,99253493,"RWA-T-MOH",NA
"ae5feaeb-415a-4375-9e0f-1cfe9d703215","USD",3570413.4,3570413.4,3570413.4,"QSA-H-SCF",NA
"c0959d2a-326e-472a-a375-b8e70640560a","USD",51809685.95,51809685.95,51809685.95,"UKR-607-G06-H",NA
"bbbdd1d0-ce83-4529-b649-37d4f84badc2","USD",5479135,5429605.5,5429605.5,"QSD-T-UNDP",NA
"d0e17d32-68e3-481a-9ca5-bac4e685c119","USD",89426997,67705184.56,66711401.56,"IDN-T-PBSTPI",NA
"0ce9c9f6-40cb-429a-a51f-93cd10773722","USD",10732687,5923537.38,5915475.9,"THA-C-WVFT",NA
"8f384746-ca2a-4520-98b5-181529b697a4","USD",9230661.59,9230661.59,9230661.59,"MAR-102-G01-H-00",NA
"1a056eb8-2c2d-4a5a-8263-3c0b24d1b44c","USD",13654150.29,13654150.29,13654150.29,"PAK-607-G07-T",NA
"b8fe5af2-13be-4ebe-a354-760cb2f2d5ca","USD",13269500.47,13269500.47,13269500.47,"MKD-H-MOH",NA
"63887eb8-fa1d-45d5-8fd3-acbb7c2188c6","USD",3203996.55,3203996.55,3203996.55,"CAF-404-G03-T",NA
"b64c29b4-0131-4f67-8c06-da720fc20e63","USD",18585342.94,18585342.94,18585342.94,"IRN-708-G03-T",NA
"19a42508-b05c-4128-a2ed-ff5eea6af30d","USD",21426975,21426975,21426975,"TZA-405-G07-H",NA
"430b8acd-ef36-4ef1-8231-0e730499d19a","USD",12343065.63,9713606.11,10288945.11,"NGA-T-LSMOH",NA
"778aa112-0067-4fe9-a0b4-e4bd72ef67de","USD",4378742.65,4378742.65,4378742.65,"NPL-708-G10-H",NA
"38c052af-358f-4185-b3b6-c0d3ab4ede7d","USD",12565069.26,12565069.26,12565069.26,"NMB-506-G04-T",NA
"63887eb8-fa1d-45d5-8fd3-acbb7c2188c6","USD",5257649.91,5257649.91,5257649.91,"CAF-810-G08-M",NA
"5407d575-ab23-4db6-ac34-b5eb567da7f0","USD",9580634.73,9580634.73,9580634.73,"ZMB-708-G19-M",NA
"64c612a7-e6d5-464e-af1f-88c4f1522a7a","USD",5280961.84,5280961.84,5280961.84,"SUR-C-MOH",NA
"0ce9c9f6-40cb-429a-a51f-93cd10773722","USD",62192520.99,62192520.99,62192520.99,"THA-M-DDC",NA
"f1b33974-aeec-4ab8-9519-bd3600122512","USD",155388187.53,129530396.89,124895444.45,"ZAF-C-BZ",NA
"9105ffc7-a7fd-4963-a072-ed166d94fa49","USD",3863334,3863334,3863334,"QMZ-C-APH",NA
"bb0182e7-608f-4b8b-9076-8d8bfd65331c","USD",53487599,53487599,53487599,"CUB-202-G01-H-00",NA
"8fb62e59-521e-4728-9cb0-375a01e2dedb","USD",15308244.31,15308244.31,15308244.31,"MDG-T-CRS",NA
"2afb8ffb-ea1a-42a0-b9a8-357ca8434d92","USD",113322906.81,113322906.81,113322906.81,"HTI-102-G01-H-00",NA
"b2d78cbb-a8d0-45e2-a78c-9e53b907c4a3","USD",332617593.22,332617593.22,332617593.22,"MLW-H-NAC",NA
"c546498f-21fe-4685-909b-8a127a57afb0","USD",3265893.72,3265893.72,3265893.72,"TCD-810-G04-H",NA
"d9728bba-df64-4ff5-9968-f195de080917","USD",6956097,6956097,6956097,"SLE-405-G03-M",NA
"9d297717-49cc-4938-9a53-24856950bd74","USD",11370514.86,11370514.86,11370514.86,"COL-809-G03-M",NA
"f1b33974-aeec-4ab8-9519-bd3600122512","USD",17098883.96,17098883.96,17098883.96,"ZAF-C-KHETH",NA
"41961f78-fb67-41df-9b13-e2578caf7a26","USD",3990494.31,3990494.31,3990494.31,"QPF-H-HandINT",NA
"8f384746-ca2a-4520-98b5-181529b697a4","USD",12250043.65,12250043.65,12250043.65,"MAR-H-MOH",NA
"8821256b-ea63-4407-adbf-3ddf43878055","USD",49591680.49,49591680.49,49591680.49,"ZAR-809-G10-H",NA
"56c65361-a920-473c-b1c7-76b842d66bae","USD",3025736.12,3025736.12,3025736.12,"BOL-304-G02-M",NA
"4e114ee0-b689-436f-a9a4-6d8f0ff49d0b","USD",43939498.84,41335317.31,38670522.85,"NER-T-MSP",NA
"ed3fb9ed-a462-4743-b6d3-12b20f363974","USD",3724162.86,3724162.86,3724162.86,"CIV-304-G03-T",NA
"4ccf2884-f37a-477f-9e3d-fcd8926fb15e","USD",144069048.35,141477801.27,143952641.27,"BDI-M-UNDP",NA
"b582c23d-697d-4370-a81b-d3dd72eab7c2","USD",81555836.34,81555836.34,81555836.34,"SWZ-708-G05-H",NA
"31cfcff9-d8a9-471b-a939-2b027cdf3f12","USD",14081341.96,14081341.96,14081341.96,"LAO-405-G05-M",NA
"19a42508-b05c-4128-a2ed-ff5eea6af30d","USD",151452494.18,132662154.07,129900454.58,"TZA-T-MOF",NA
"d7a14533-1ebf-45ef-b4a1-bcce46d6b5bd","USD",3827639.61,3827639.61,3829400.07,"QNA-T-CDF",NA
"037549ea-c890-49f2-8738-6d15abbcc2cc","USD",46970521.87,46942785.79,46942785.79,"QPA-T-WHC",NA
"a1313a6f-19ba-457f-b0eb-5ff2c5c55b6d","USD",9828274.37,9828274.37,9828274.37,"YEM-M-NMCP",NA
"8a024a2f-4b31-4382-8c1e-1402ec2bff24","USD",11113191.72,11113191.72,11113191.72,"TGO-809-G09-H",NA
"9fa56c37-6f5d-4f04-a8ef-d41b4b7e1502","USD",1163470.9,1163470.9,1163470.9,"STP-506-G02-H",NA
"a76e4125-b5f5-41c8-8bcc-82d9dc5d1342","USD",33789554.53,33789554.53,33789554.53,"RWA-505-G05-S",NA
"7c973abd-19b9-486b-956a-8ddeb7dd3f58","USD",11343858.63,11343858.63,11343858.63,"IND-T-CHRI",NA
"97066ca6-87c9-41ac-8e17-859ff7daa514","USD",3896560.27,3896560.27,3896560.27,"LKA-102-G03-T-00",NA
"780f55f5-d8cd-4189-944e-e2b82dcc317b","USD",3682294.54,3682294.54,3682294.54,"COG-T-MSP",NA
"a1313a6f-19ba-457f-b0eb-5ff2c5c55b6d","USD",10356281.21,10356281.21,10356281.21,"YEM-911-G07-T",NA
"430b8acd-ef36-4ef1-8231-0e730499d19a","USD",35890054.55,35890054.55,35890054.55,"NGA-S-MSH",NA
"4ccf2884-f37a-477f-9e3d-fcd8926fb15e","USD",3112706.46,3112706.46,3112706.46,"BDI-405-G03-T",NA
"16aeb894-1042-4a7a-9757-016e29cbdf8f","USD",11875024,11453784.08,11453784.08,"NIC-C-WVI",NA
"c9980a5b-0d86-4ad5-ab99-788ca847bbb9","USD",6242697.75,6242697.75,6242697.75,"CHN-102-G02-M-00",NA
"5407d575-ab23-4db6-ac34-b5eb567da7f0","USD",4950855.18,4950855.18,4950855.18,"ZMB-411-G25-M",NA
"b2d78cbb-a8d0-45e2-a78c-9e53b907c4a3","USD",344876009.6,305491399.47,283549456.06,"MWI-M-MOH",NA
"b1fb9f3f-70c5-4cba-850c-5035b0868980","USD",112492389.89,110401238.94,110456977.47,"BEN-M-PNLP",NA
"11547580-45f8-4ada-98f5-23d4bd683cc5","USD",8586735.85,8185976.18,6065076.17,"QSE-T-IOM",NA
"d0e17d32-68e3-481a-9ca5-bac4e685c119","USD",228458388.97,210746188.58,202823462.05,"IDN-M-MOH",NA
"2c6b180f-0295-487e-a567-4b84af1c4bea","USD",34680258.1,34680258.1,34680258.1,"MEX-910-G01-H",NA
"309d5f98-33e2-4eca-bad0-c62d39e28527","USD",10500000,9963055.68,9792797.68,"QPA-T-TIMS",NA
"16aeb894-1042-4a7a-9757-016e29cbdf8f","USD",9538941.54,9538941.54,9538941.54,"NIC-202-G05-T-00",NA
"16aeb894-1042-4a7a-9757-016e29cbdf8f","USD",3384154,3384154,3384154,"NIC-910-G07-M",NA
"83e03d72-bb83-49bc-90ae-311877ab74fe","USD",2377515.96,2377515.96,2377515.96,"GUY-H-MOH",NA
"8f384746-ca2a-4520-98b5-181529b697a4","USD",33699719.62,33699719.62,33699719.62,"MOR-011-G04-H",NA
"a37a1d83-5b1b-4b7f-af9f-1808fdffd792","USD",6008064.32,6008064.32,6008064.32,"GIN-202-G02-M-00",NA
"1a056eb8-2c2d-4a5a-8263-3c0b24d1b44c","USD",3901437,3901437,3901437,"PAK-202-G03-T-00",NA
"ec4cbe95-b688-4ab8-bb5b-61f6d90910a9","USD",4e+05,4e+05,4e+05,"UZB-M-RCSSES",NA
"a1d45f7a-4622-4002-aedc-8bae17df0bc7","USD",27171690.9,27171690.9,27171690.9,"AGO-708-G04-M",NA
"97066ca6-87c9-41ac-8e17-859ff7daa514","USD",642066,642066,642066,"LKA-607-G09-H",NA
"ac0dbc5d-1cca-454a-b021-66c849fa8fcf","USD",4118082.7,4118082.7,4118082.7,"BRA-506-G01-T",NA
"a1d45f7a-4622-4002-aedc-8bae17df0bc7","USD",5493327.88,5493327.88,5493327.88,"AGO-911-G05-T",NA
"9fa56c37-6f5d-4f04-a8ef-d41b4b7e1502","USD",1396651,1396651,1396651,"STP-809-G04-T",NA
"d75fca8c-d7e4-4c8d-9c44-91d6112827c7","USD",195772888.91,171983602.75,167877905.09,"KHM-C-MEF",NA
"3ca6b230-0a31-427f-9b06-449580920816","USD",1104167.51,1104167.51,1104167.51,"SLB-T-MOH",NA
"8821256b-ea63-4407-adbf-3ddf43878055","USD",45377715.26,44730805.62,45064314.75,"COD-T-MOH",NA
"27bfe893-9b7e-413c-8e15-64ca327e001d","USD",9819316.02,9819316.02,9819316.02,"QRA-T-ORAS",NA
"1a056eb8-2c2d-4a5a-8263-3c0b24d1b44c","USD",9372773.88,9372773.88,9372773.88,"PAK-910-G12-T",NA
"7c973abd-19b9-486b-956a-8ddeb7dd3f58","USD",22798037,22798037,22798037,"IDA-708-G13-H",NA
"147e4a28-28b8-4a6d-91d2-2c17c312dfeb","USD",4816339.59,4816339.59,4816339.59,"ZWE-102-G07-H",NA
"65cde444-a6b9-4286-bfb2-519fdfc91f81","USD",210885573.15,189664562.03,173586774.47,"SSD-C-UNDP",NA
"d75fca8c-d7e4-4c8d-9c44-91d6112827c7","USD",9653287.46,9653287.46,9653287.46,"KHM-202-G03-M-00",NA
"8e97f983-8d70-483d-b459-ae197ab1e66b","USD",10870928.14,10870928.14,10870928.14,"BIH-506-G01-H",NA
"64c612a7-e6d5-464e-af1f-88c4f1522a7a","USD",4662173.86,4662173.86,4662173.86,"SUR-404-G02-M",NA
"9e8b8568-adaa-4b26-af09-da5b112c51e7","USD",95826536.48,95826536.48,95826536.48,"UGD-405-G05-M",NA
"16aeb894-1042-4a7a-9757-016e29cbdf8f","USD",2622701.1,2622701.1,2622701.1,"NIC-202-G02-T-00",NA
"cb8bae2f-e706-4380-b03e-36ea6d6648d1","USD",13530976.99,13530976.72,13470613.47,"QPA-T-IGAD",NA
"d0e17d32-68e3-481a-9ca5-bac4e685c119","USD",19723871.4,19723871.4,19723871.4,"IDN-102-G02-M-00",NA
"a1313a6f-19ba-457f-b0eb-5ff2c5c55b6d","USD",11827964.24,11827964.24,11827964.24,"YEM-202-G01-M-00",NA
"778aa112-0067-4fe9-a0b4-e4bd72ef67de","USD",3562864,3562864,3562864,"NPL-708-G08-T",NA
"b582c23d-697d-4370-a81b-d3dd72eab7c2","USD",11678038.84,11055222.88,10771178.67,"SWZ-M-NERCHA",NA
"5407d575-ab23-4db6-ac34-b5eb567da7f0","USD",74665926.07,69305198.9,63160777.78,"ZMB-M-CHAZ",NA
"ed3fb9ed-a462-4743-b6d3-12b20f363974","USD",22914829.2,22914829.2,22922040.88,"CIV-H-ACI",NA
"9b694df1-565a-4c5d-ad64-786048414bd9","USD",3329200,3329200,3329200,"PRY-304-G01-T",NA
"332579ba-bfcb-4322-ba8a-61e37213d7a0","USD",1129679.21,1129679.21,1129679.21,"COM-304-G02-H",NA
"8821256b-ea63-4407-adbf-3ddf43878055","USD",17574185.45,17574185.45,17574185.45,"ZAR-810-G09-M",NA
"eeb0ddd9-ea5d-462e-b957-64421142ab69","USD",6398900.05,6398900.05,6398900.05,"DJB-607-G04-H",NA
"716ec80e-4178-4eb9-bae6-ff64317f1403","USD",3272762.62,3272762.62,3272762.62,"TUR-405-G01-H",NA
"780f55f5-d8cd-4189-944e-e2b82dcc317b","USD",98411548.08,86844863.42,81730242.3,"COG-M-CRS",NA
"c8c4ebf2-b6c7-4ac6-bbf6-4b2d161a3b12","USD",9037172.5,9037172.5,9037172.5,"DZA-H-MOH",NA
"90fb7820-b2f0-4401-bc77-067270585a9b","USD",280074261.59,258329132.83,248707862.03,"VNM-H-VADP",NA
"a1d45f7a-4622-4002-aedc-8bae17df0bc7","USD",9861793.13,9861793.13,9861793.13,"AGO-405-G02-T",NA
"63887eb8-fa1d-45d5-8fd3-acbb7c2188c6","USD",233251.82,233251.82,233251.82,"CAF-409-G07-T",NA
"9e2e4c76-e3b7-480b-ba13-e1174183d95e","USD",6734272,6734272,6734272,"MDA-607-G03-H",NA
"5061c5f2-1100-4eed-9cff-83787e240c78","USD",131997991.88,131997991.88,131997991.88,"ETH-506-G05-M",NA
"013e944b-94da-41e1-90d1-b22b4f87f1cc","USD",220334093.33,186949584.03,179942953.41,"KEN-T-TNT",NA
"38565614-b542-4558-96f5-6c0ab3e36f97","USD",26527892.26,26527892.26,26527892.26,"HND-102-G01-H-00",NA
"56c65361-a920-473c-b1c7-76b842d66bae","USD",25936047.68,23600643.96,22843148.29,"BOL-M-UNDP",NA
"3ca6b230-0a31-427f-9b06-449580920816","USD",1461794.07,1461794.07,1461794.07,"SLB-C-MOH",NA
"0ce9c9f6-40cb-429a-a51f-93cd10773722","USD",12206743.75,12206743.75,12206743.75,"THA-202-G04-H-00",NA
"d0e17d32-68e3-481a-9ca5-bac4e685c119","USD",12113706,12113706,12113706,"IDN-809-G11-T",NA
"d869de58-2087-4633-a77f-5334f16159f2","USD",5682174.72,5682174.72,5682174.72,"AZE-910-G06-T",NA
"01ee1f53-5dd8-4797-811f-84989e8d452f","USD",1578523.23,1578523.23,1578523.23,"MUS-812-G03-H",NA
"780f55f5-d8cd-4189-944e-e2b82dcc317b","USD",7490518.36,7490518.36,7490518.36,"COG-911-G05-H",NA
"430b8acd-ef36-4ef1-8231-0e730499d19a","USD",24709309.84,24709309.84,24709309.84,"NGA-407-G10-M",NA
"0b4ea0b4-59bb-4357-94b1-bb0e8d1e57ed","USD",8959244.28,8959141.28,8957328.28,"ALB-C-MOH",NA
"1095c077-a626-4f85-bd3f-42c01deceec8","USD",115612224,94351981.44,94351981.44,"AFG-Z-UNDP",NA
"2ebb6460-e75b-422d-8f75-2ed9f241f5d5","USD",64150080.07,64116385.9,64116385.9,"LBR-M-PII",NA
"d0e17d32-68e3-481a-9ca5-bac4e685c119","USD",12934289,12934289,12934289,"IDN-809-G10-T",NA
"8e97f983-8d70-483d-b459-ae197ab1e66b","USD",29989953.86,29989953.86,29989953.86,"BIH-910-G03-H",NA
"7c973abd-19b9-486b-956a-8ddeb7dd3f58","USD",450029967.6,339662794.6,306827397.6,"IND-H-NACO",NA
"332579ba-bfcb-4322-ba8a-61e37213d7a0","USD",2180033.11,2180033.11,2181344.8,"COM-T-ASCOBEF",NA
"4e114ee0-b689-436f-a9a4-6d8f0ff49d0b","USD",28689261.17,28689261.17,28689261.17,"NGR-708-G08-H",NA
"422a9c0c-7b21-48fa-b37c-61a1ada27bd1","USD",14208145.44,14208145.44,14208145.44,"MOZ-809-G08-S",NA
"c34c5b40-98a0-4aa2-9501-f9290181a671","USD",4168939.98,4168939.98,4168939.98,"TUN-810-G02-T",NA
"7c973abd-19b9-486b-956a-8ddeb7dd3f58","USD",18149874,18149874,18149874,"IDA-708-G15-H",NA
"7ab562fe-83e9-4152-91a9-5c4a94abee15","USD",203382860.05,183808299.58,159918255.56,"QSF-Z-IOM",NA
"d0e17d32-68e3-481a-9ca5-bac4e685c119","USD",51723204.95,51723204.95,51723204.95,"IDN-102-G01-T-00",NA
"5061c5f2-1100-4eed-9cff-83787e240c78","USD",289370786.88,289370786.88,289370786.88,"ETH-809-G10-M",NA
"6a5d3eb0-0d70-4b68-a767-12ce2b302bbd","USD",10846081.4,10846081.4,10846081.4,"PER-H-PATH",NA
"97066ca6-87c9-41ac-8e17-859ff7daa514","USD",2077223,2077223,2077223,"LKA-102-G01-M-00",NA
"778aa112-0067-4fe9-a0b4-e4bd72ef67de","USD",2909201,1594859,410459,"NPL-Z-MOH",NA
"7c973abd-19b9-486b-956a-8ddeb7dd3f58","USD",7731826.32,6200510.32,5708070.32,"IND-M-TCIF",NA
"8f384746-ca2a-4520-98b5-181529b697a4","USD",7841176.02,7841176.02,7841176.02,"MAR-S-MOH",NA
"6a035503-7fc3-41bf-85f8-757fcb9e2773","USD",8457508.84,8457508.84,8457508.84,"GMB-H-NAS",NA
"c546498f-21fe-4685-909b-8a127a57afb0","USD",251542049.16,243475243.17,243375285,"TCD-M-UNDP",NA
"4ccf2884-f37a-477f-9e3d-fcd8926fb15e","USD",7358680.97,7358680.97,7358680.97,"BRN-910-G10-M",NA
"c357c367-5c94-4ccc-b849-fc4f61159000","USD",3886314,3886314,3886314,"SDN-809-G12-T",NA
"7c973abd-19b9-486b-956a-8ddeb7dd3f58","USD",1645382,1645382,1645382,"IDA-910-G18-T",NA
"1a056eb8-2c2d-4a5a-8263-3c0b24d1b44c","USD",5031681.58,5031681.58,5031681.58,"PKS-809-G10-T",NA
"39b465f8-a7a8-4793-9493-a51935a1d693","USD",4278695.07,4278695.07,4278695.07,"GNB-910-G11-T",NA
"79cc6298-8372-48b4-9712-b11eaba1a805","USD",10217962.97,10217962.97,10217962.97,"PRK-M-UNICEF",NA
"a37a1d83-5b1b-4b7f-af9f-1808fdffd792","USD",145069415.48,135505260.71,121432744.58,"GIN-H-MOH",NA
"9b694df1-565a-4c5d-ad64-786048414bd9","USD",14092470.36,14092470.36,14092470.36,"PRY-809-G04-H",NA
"63887eb8-fa1d-45d5-8fd3-acbb7c2188c6","USD",1515742,1515742,1515742,"CAF-409-G06-H",NA
"8a024a2f-4b31-4382-8c1e-1402ec2bff24","USD",15427691.12,15427691.12,15427691.12,"TGO-910-G11-M",NA
"d619f707-e72b-429a-9050-1ee690e285d8","USD",913632.99,913632.99,913632.99,"BTN-405-G02-T",NA
"c0f7cdc2-b93a-4c89-82d6-4b3c3f707941","USD",4952153.65,4952153.65,4952153.65,"QUA-202-G01-H-00",NA
"c34c5b40-98a0-4aa2-9501-f9290181a671","USD",16260007.21,16088891.8,16082216.69,"TUN-H-ONFP",NA
"430b8acd-ef36-4ef1-8231-0e730499d19a","USD",18242871,18242871,18242871,"NGA-506-G09-H",NA
"01ad29a8-26df-4d6a-8ab6-b2268b79f21d","USD",17553921,17553921,17553921,"ECU-910-G07-H",NA
"ef4cf219-ea30-4c9a-a2de-50e084257917","USD",44264822.95,44264822.95,44264822.95,"SOM-809-G06-H",NA
"5dc7f407-48e2-47dc-9e54-9a94e49999fe","USD",2906326,2906326,2906326,"SEN-102-G04-H-00",NA
"c0f7cdc2-b93a-4c89-82d6-4b3c3f707941","USD",4175007.55,4175007.55,4175007.55,"QUA-202-G02-M-00",NA
"013e944b-94da-41e1-90d1-b22b4f87f1cc","USD",67170012.33,67170012.33,67170012.33,"KEN-202-G03-H-00",NA
"56c65361-a920-473c-b1c7-76b842d66bae","USD",2641751.45,2641751.45,2641751.45,"BOL-304-G01-H",NA
"d7c904fa-9dcd-426f-8b43-75a3391ab549","USD",2079052.95,2079052.95,2079052.95,"PSE-809-G02-T",NA
"63887eb8-fa1d-45d5-8fd3-acbb7c2188c6","USD",7938368.37,7938368.37,7938368.37,"CAF-404-G02-H",NA
"97066ca6-87c9-41ac-8e17-859ff7daa514","USD",3475916.16,3475916.16,3475916.16,"SRL-S11-G13-H",NA
"4ccf2884-f37a-477f-9e3d-fcd8926fb15e","USD",11991082.01,8486691.05,7720120.01,"BDI-S-UGADS",NA
"1095c077-a626-4f85-bd3f-42c01deceec8","USD",1888288.88,1888288.88,1888288.88,"AFG-011-G12-T",NA
"c357c367-5c94-4ccc-b849-fc4f61159000","USD",31448443.85,31448443.85,31448443.85,"SUD-011-G15-H",NA
"5407d575-ab23-4db6-ac34-b5eb567da7f0","USD",2810466.94,2810466.94,2810466.94,"ZMB-708-G18-T",NA
"57e3816a-7b6f-400d-9621-1c82042a7765","USD",6300354.26,6300354.26,6300354.26,"DOM-708-G08-T",NA
"1095c077-a626-4f85-bd3f-42c01deceec8","USD",5689910.02,5689910.02,5689910.02,"AFG-809-G10-M",NA
"778aa112-0067-4fe9-a0b4-e4bd72ef67de","USD",9223752.32,9223752.32,9223752.32,"NEP-H-NCASC",NA
"6edd1ebf-5c1a-4c58-a3f4-69bd2e882d35","USD",11053173.23,11053173.23,11053173.23,"ERI-607-G05-M",NA
"cee65577-bd1c-4508-9205-3972358d659f","USD",17714963,17714963,17714963,"KAZ-708-G03-H",NA
"e7bd9261-5d09-48dd-8924-09fa44ffca7f","USD",4944323.74,4944323.74,4944323.74,"HRV-202-G01-H-00",NA
"97066ca6-87c9-41ac-8e17-859ff7daa514","USD",9141022.7,9141022.7,9141022.7,"SRL-607-G07-T",NA
"39b465f8-a7a8-4793-9493-a51935a1d693","USD",108991861.66,99261174.28,99329209.29,"GNB-M-UNDP",NA
"a1d45f7a-4622-4002-aedc-8bae17df0bc7","USD",16793414.51,16793414.51,16793414.51,"AGO-M-WVI",NA
"39b465f8-a7a8-4793-9493-a51935a1d693","USD",89509174.18,78763834.61,74431180.24,"GNB-C-MOH",NA
"2ebb6460-e75b-422d-8f75-2ed9f241f5d5","USD",73196421.5,51733800.77,42301773.56,"LBR-C-PLAN",NA
"9fa56c37-6f5d-4f04-a8ef-d41b4b7e1502","USD",6562992.3,6562992.3,6562992.3,"STP-Z-UNDP",NA
"a11f6ff8-cd18-4942-b0be-9488e846d731","USD",3722117,3346937.69,3346937.69,"BLZ-H-SSB",NA
"780f55f5-d8cd-4189-944e-e2b82dcc317b","USD",1895254.77,1895254.77,1895254.77,"COG-810-G03-M",NA
"ec4cbe95-b688-4ab8-bb5b-61f6d90910a9","USD",10494110.9,10494110.9,10494110.9,"UZB-405-G03-T",NA
"4b856894-86ff-43b0-99bf-d7074ff6d634","USD",3965349.24,3965349.24,3965349.24,"EGY-202-G01-T-00",NA
"8fb62e59-521e-4728-9cb0-375a01e2dedb","USD",64926218.55,64926218.55,64926218.55,"MDG-405-G07-M",NA
"5dc7f407-48e2-47dc-9e54-9a94e49999fe","USD",136249531.27,114311305.78,102528488.31,"SEN-Z-MOH",NA
"147e4a28-28b8-4a6d-91d2-2c17c312dfeb","USD",74106559.43,74106559.43,74106559.43,"ZIM-809-G14-S",NA
"39b465f8-a7a8-4793-9493-a51935a1d693","USD",1187269.35,1187269.35,1187269.35,"GNB-409-G07-H",NA
"d35a2c3b-6d3f-4a17-889c-a88c52bb1f34","USD",5202535,1463305.04,362222,"QRA-H-KIMI",NA
"6e687023-6549-45be-ad92-e64151157471","USD",48792006.23,41759569.61,40318474.04,"GHA-H-WAPCAS",NA
"38565614-b542-4558-96f5-6c0ab3e36f97","USD",16933414.52,15222205.55,14722133.01,"HND-M-CHF",NA
"5061c5f2-1100-4eed-9cff-83787e240c78","USD",409300431.89,386052862.46,361264729.51,"ETH-M-FMOH",NA
